FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2019/20,Vancouver Coastal,Vancouver General Hospital,Cone Biopsy,0,5,1.7,2.1
2019/20,Vancouver Coastal,Vancouver General Hospital,Cranial Surgery,79,351,2,7.6
2019/20,Vancouver Coastal,Vancouver General Hospital,CSF Drainage,<5,30,1,7.5
2019/20,Vancouver Coastal,Vancouver General Hospital,Cyst/Ganglion Removal,19,20,24.2,73.8
2019/20,Vancouver Coastal,Vancouver General Hospital,D&C and Related Surgery,0,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Dental Surgery,<5,19,23.9,50.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Endarterectomy,9,74,1.4,10.5
2019/20,Vancouver Coastal,Vancouver General Hospital,Esophagectomy,<5,30,1.9,10.2
2019/20,Vancouver Coastal,Vancouver General Hospital,Examination Under Anaesthetic,<5,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Excision Lesion/Tumour,107,522,3.4,14.1
2019/20,Vancouver Coastal,Vancouver General Hospital,Facial Bone Reconstruction,10,16,17.9,56.6
2019/20,Vancouver Coastal,Vancouver General Hospital,Fallopian Tube/Ovarian Surgery,<5,100,4.2,12.7
2019/20,Vancouver Coastal,Vancouver General Hospital,Fistula Repair - Non Vascular,0,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Foreign Body Removal Surgery,5,36,4.2,6.4
2019/20,Vancouver Coastal,Vancouver General Hospital,Fracture Repair,23,24,8.6,50.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Free Flap Graft,<5,12,3.4,5
2019/20,Vancouver Coastal,Vancouver General Hospital,Gastrostomy/Jejunostomy,<5,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Hand/Wrist Surgery,0,15,18,57.2
2019/20,Vancouver Coastal,Vancouver General Hospital,Hernia Repair - Abdominal,33,88,8.9,30.1
2019/20,Vancouver Coastal,Vancouver General Hospital,Hernia Repair - Hiatal,14,46,2.8,25.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Hip Replacement,42,94,13.4,32.7
2019/20,Vancouver Coastal,Vancouver General Hospital,Kidney/Bladder Stone Removal,53,243,4.9,12
2019/20,Vancouver Coastal,Vancouver General Hospital,Knee - ACL Repair,0,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Knee Arthroscopy,0,5,51.7,54.8
2019/20,Vancouver Coastal,Vancouver General Hospital,Knee Replacement,32,65,11,37.1
2019/20,Vancouver Coastal,Vancouver General Hospital,Laparoscopy,<5,8,3.6,6.8
2019/20,Vancouver Coastal,Vancouver General Hospital,Laparotomy,17,82,2.9,10.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Lens & Vitreous (non-cataract) Surgery,19,9,1.9,5.6
2019/20,Vancouver Coastal,Vancouver General Hospital,Ligament Surgery,<5,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Lipectomy,<5,0,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Lung Surgery,41,434,1.9,5.1
2019/20,Vancouver Coastal,Vancouver General Hospital,Male Reproductive Surgery,0,27,3.6,14.6
2019/20,Vancouver Coastal,Vancouver General Hospital,Mastectomy,<5,29,4.9,8.5
2019/20,Vancouver Coastal,Vancouver General Hospital,Mastoidectomy,5,16,7,41.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Myringotomy,0,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Nasal Surgery,20,42,28.5,47.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Nerve Surgery,<5,18,3.1,9.5
2019/20,Vancouver Coastal,Vancouver General Hospital,Oral Cavity & Pharynx Surgery,<5,25,2,6
2019/20,Vancouver Coastal,Vancouver General Hospital,Other Ear Surgery,<5,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Other Eye Surgery,235,"1,203",4.3,15
2019/20,Vancouver Coastal,Vancouver General Hospital,Other Joint Reconstruction,<5,10,5.5,36.2
2019/20,Vancouver Coastal,Vancouver General Hospital,Other Orthopaedic Surgery,62,175,3.3,31.6
2019/20,Vancouver Coastal,Vancouver General Hospital,Other Urology Surgery,65,400,3.1,16.2
2019/20,Vancouver Coastal,Vancouver General Hospital,Parotidectomy,32,60,16.9,34.5
2019/20,Vancouver Coastal,Vancouver General Hospital,Prostate Surgery,64,287,8,19.4
2019/20,Vancouver Coastal,Vancouver General Hospital,Rectal Surgery,<5,8,3.9,47.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Rib Resection,<5,27,16.3,122.4
2019/20,Vancouver Coastal,Vancouver General Hospital,Scope of Chest,<5,33,1.9,4
2019/20,Vancouver Coastal,Vancouver General Hospital,Shoulder Surgery,<5,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Shunt Insertion/Removal,<5,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Sinus Surgery,12,14,8,22.6
2019/20,Vancouver Coastal,Vancouver General Hospital,Skin Surgery,20,24,8.4,73.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Skin Tumour Removal,9,49,2.1,5
2019/20,Vancouver Coastal,Vancouver General Hospital,Sphincterotomy,0,<5,,
2019/20,Vancouver Coastal,Vancouver General Hospital,Spinal/Back Surgery,363,499,10.6,43.1
2019/20,Vancouver Coastal,Vancouver General Hospital,Thoracotomy,5,64,1.4,8.5
2019/20,Vancouver Coastal,Vancouver General Hospital,Thyroidectomy,65,119,8,30.4
2019/20,Vancouver Coastal,Vancouver General Hospital,Tonsillectomy/Adenoidectomy,<5,53,34.4,57.5
2019/20,Vancouver Coastal,Vancouver General Hospital,Tympanoplasty,<5,5,36.1,36.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Uterine Surgery,12,411,3.9,7.1
2019/20,Vancouver Coastal,Vancouver General Hospital,Vaginal Repair,<5,50,3,5.1
2019/20,Vancouver Coastal,Vancouver General Hospital,Varicose Veins Ligation/Stripping,5,5,1.7,5
2019/20,Vancouver Coastal,Vancouver General Hospital,Vascular Bypass Graft - Non Cardiac,23,120,2.4,10.3
2019/20,Vancouver Coastal,Vancouver General Hospital,Vascular Surgery - Other,34,137,3,17.5
2019/20,Vancouver Coastal,Vancouver General Hospital,Wound/Laceration Care,10,37,5.1,30.7
2019/20,Vancouver Island,All Facilities,Abdominoplasty,51,66,11.1,56.2
2019/20,Vancouver Island,All Facilities,All Other Procedures,314,"1,429",4.1,17.4
2019/20,Vancouver Island,All Facilities,All Procedures,"19,594","49,215",7.7,32.1
2019/20,Vancouver Island,All Facilities,Aortic Aneurysm Repair,6,78,3.4,10.5
2019/20,Vancouver Island,All Facilities,Appendectomy,11,58,5.1,16.6
2019/20,Vancouver Island,All Facilities,Bariatric Surgery,54,182,7.9,16.3
2019/20,Vancouver Island,All Facilities,Biopsy in OR,118,534,3.1,17.3
2019/20,Vancouver Island,All Facilities,Bladder Surgery,164,"1,109",3,11.1
2019/20,Vancouver Island,All Facilities,Bowel Resection,101,663,4,13
2019/20,Vancouver Island,All Facilities,Breast Biopsy,7,76,2.6,8.2
2019/20,Vancouver Island,All Facilities,Breast Reconstruction,129,275,7.3,43
2019/20,Vancouver Island,All Facilities,Breast Reduction,321,440,17.4,70.6
2019/20,Vancouver Island,All Facilities,Cataract Surgery,"6,180","12,183",11,44.1
2019/20,Vancouver Island,All Facilities,Cholecystectomy,257,806,5.6,21.6
2019/20,Vancouver Island,All Facilities,Colostomy/Ileostomy,36,84,10.6,25.8
2019/20,Vancouver Island,All Facilities,Cone Biopsy,<5,35,5,13.2
2019/20,Vancouver Island,All Facilities,Cranial Surgery,13,91,2,10.9
2019/20,Vancouver Island,All Facilities,CSF Drainage,<5,5,3.1,11.5
2019/20,Vancouver Island,All Facilities,Cyst/Ganglion Removal,119,267,5.9,24.1
2019/20,Vancouver Island,All Facilities,D&C and Related Surgery,218,620,6.1,16.2
2019/20,Vancouver Island,All Facilities,Dental Surgery,930,"1,930",11.1,26.1
2019/20,Vancouver Island,All Facilities,Endarterectomy,65,146,5.9,36.5
2019/20,Vancouver Island,All Facilities,Esophagectomy,13,41,8.7,29.6
2019/20,Vancouver Island,All Facilities,Examination Under Anaesthetic,21,100,4.6,14.7
2019/20,Vancouver Island,All Facilities,Excision Gynecomastia,25,35,14.1,65.1
2019/20,Vancouver Island,All Facilities,Excision Lesion/Tumour,125,491,4.6,15.1
2019/20,Vancouver Island,All Facilities,Facial Bone Reconstruction,51,146,13.5,25.8
2019/20,Vancouver Island,All Facilities,Fallopian Tube/Ovarian Surgery,227,540,6.7,19.3
2019/20,Vancouver Island,All Facilities,Fistula Repair - Non Vascular,5,15,5,13.3
2019/20,Vancouver Island,All Facilities,Foot/Ankle Surgery,35,73,12.4,36.1
2019/20,Vancouver Island,All Facilities,Foreign Body Removal Surgery,17,50,3.6,18.3
2019/20,Vancouver Island,All Facilities,Fracture Repair,20,151,1,10.6
2019/20,Vancouver Island,All Facilities,Free Flap Graft,9,33,3.9,16.8
2019/20,Vancouver Island,All Facilities,Gastrostomy/Jejunostomy,<5,13,2.6,11.7
2019/20,Vancouver Island,All Facilities,Hand/Wrist Surgery,283,889,4.9,19.3
2019/20,Vancouver Island,All Facilities,Hernia Repair - Abdominal,"1,063","2,463",8.9,27.1
2019/20,Vancouver Island,All Facilities,Hernia Repair - Hiatal,20,77,12,29.8
2019/20,Vancouver Island,All Facilities,Hip Replacement,691,"1,725",12.1,31.3
2019/20,Vancouver Island,All Facilities,Kidney/Bladder Stone Removal,152,589,3.9,22.1
2019/20,Vancouver Island,All Facilities,Knee - ACL Repair,168,345,12.3,29.5
2019/20,Vancouver Island,All Facilities,Knee - Meniscectomy,46,125,10.6,28.1
2019/20,Vancouver Island,All Facilities,Knee Arthroscopy,349,878,11.7,32.8
2019/20,Vancouver Island,All Facilities,Knee Replacement,"1,177","2,572",13.9,41.1
2019/20,Vancouver Island,All Facilities,Laparoscopy,87,221,8,21.3
2019/20,Vancouver Island,All Facilities,Laparotomy,<5,9,2.7,6.7
2019/20,Vancouver Island,All Facilities,Lens & Vitreous (non-cataract) Surgery,129,497,6,19.9
2019/20,Vancouver Island,All Facilities,Ligament Surgery,8,19,4,25.5
2019/20,Vancouver Island,All Facilities,Lipectomy,8,<5,,
2019/20,Vancouver Island,All Facilities,Lung Surgery,0,5,1,7.2
2019/20,Vancouver Island,All Facilities,Male Reproductive Surgery,187,472,5.6,22.4
2019/20,Vancouver Island,All Facilities,Mastectomy,159,"1,150",2.9,9
2019/20,Vancouver Island,All Facilities,Mastoidectomy,13,42,10.1,30.7
2019/20,Vancouver Island,All Facilities,Myringotomy,66,371,5.4,14.4
2019/20,Vancouver Island,All Facilities,Nasal Surgery,288,447,15.3,46.3
2019/20,Vancouver Island,All Facilities,Nerve Surgery,35,156,3.3,13
2019/20,Vancouver Island,All Facilities,Oral Cavity & Pharynx Surgery,95,202,9.4,43.6
2019/20,Vancouver Island,All Facilities,Other Ear Surgery,7,12,6.9,12.4
2019/20,Vancouver Island,All Facilities,Other Eye Surgery,336,863,6,26.3
2019/20,Vancouver Island,All Facilities,Other Joint Reconstruction,247,474,12,37.3
2019/20,Vancouver Island,All Facilities,Other Orthopaedic Surgery,409,"1,131",8.9,28.6
2019/20,Vancouver Island,All Facilities,Other Urology Surgery,306,"1,697",2.9,11.9
2019/20,Vancouver Island,All Facilities,Parotidectomy,44,65,15.9,73.2
2019/20,Vancouver Island,All Facilities,Prostate Surgery,356,"1,456",4.4,26.1
2019/20,Vancouver Island,All Facilities,Rectal Surgery,171,335,9,31.6
2019/20,Vancouver Island,All Facilities,Rib Resection,<5,8,7.8,13.8
2019/20,Vancouver Island,All Facilities,Scope of Chest,32,324,4,9.4
2019/20,Vancouver Island,All Facilities,Shoulder Surgery,614,630,16.8,48
2019/20,Vancouver Island,All Facilities,Shunt Insertion/Removal,<5,9,3.9,9.2
2019/20,Vancouver Island,All Facilities,Sinus Surgery,95,253,15.9,49.5
2019/20,Vancouver Island,All Facilities,Skin Surgery,42,106,4.1,28.4
2019/20,Vancouver Island,All Facilities,Skin Tumour Removal,203,658,3.4,15.2
2019/20,Vancouver Island,All Facilities,Sphincterotomy,5,14,8.1,36.1
2019/20,Vancouver Island,All Facilities,Spinal/Back Surgery,180,439,7,21.7
2019/20,Vancouver Island,All Facilities,Tendon Surgery,61,170,6.1,22.3
2019/20,Vancouver Island,All Facilities,Thoracotomy,<5,9,6.4,10.8
2019/20,Vancouver Island,All Facilities,Thyroidectomy,87,160,16.4,65.9
2019/20,Vancouver Island,All Facilities,Tonsillectomy/Adenoidectomy,242,592,10.1,32.3
2019/20,Vancouver Island,All Facilities,Tympanoplasty,28,62,13.2,35.4
2019/20,Vancouver Island,All Facilities,Uterine Surgery,657,"2,601",5.4,18
2019/20,Vancouver Island,All Facilities,Vaginal Repair,111,261,7.9,21.3
2019/20,Vancouver Island,All Facilities,Varicose Veins Ligation/Stripping,447,295,39,177.2
2019/20,Vancouver Island,All Facilities,Vascular Bypass Graft - Non Cardiac,55,113,5.3,47.1
2019/20,Vancouver Island,All Facilities,Vascular Surgery - Other,117,284,4.1,16.7
2019/20,Vancouver Island,All Facilities,Wound/Laceration Care,61,174,5.4,28.5
2019/20,Vancouver Island,Campbell River And District General Hospital,Abdominoplasty,<5,5,19.6,27.9
2019/20,Vancouver Island,Campbell River And District General Hospital,All Other Procedures,<5,7,2.7,11.5
2019/20,Vancouver Island,Campbell River And District General Hospital,All Procedures,858,"2,202",7.7,28.6
2019/20,Vancouver Island,Campbell River And District General Hospital,Biopsy in OR,7,19,3.9,14.2
2019/20,Vancouver Island,Campbell River And District General Hospital,Bladder Surgery,<5,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Bowel Resection,9,54,4.4,9.7
2019/20,Vancouver Island,Campbell River And District General Hospital,Breast Biopsy,<5,9,5,9.7
2019/20,Vancouver Island,Campbell River And District General Hospital,Breast Reconstruction,11,16,8.4,35.4
2019/20,Vancouver Island,Campbell River And District General Hospital,Breast Reduction,12,24,13.4,44.9
2019/20,Vancouver Island,Campbell River And District General Hospital,Cholecystectomy,24,85,4.6,12.5
2019/20,Vancouver Island,Campbell River And District General Hospital,Colostomy/Ileostomy,<5,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Cyst/Ganglion Removal,6,28,10.3,25.9
2019/20,Vancouver Island,Campbell River And District General Hospital,D&C and Related Surgery,23,75,7.4,18.9
2019/20,Vancouver Island,Campbell River And District General Hospital,Dental Surgery,111,169,16.3,23
2019/20,Vancouver Island,Campbell River And District General Hospital,Examination Under Anaesthetic,<5,8,4.3,6.9
2019/20,Vancouver Island,Campbell River And District General Hospital,Excision Gynecomastia,<5,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Excision Lesion/Tumour,<5,31,2,5.1
2019/20,Vancouver Island,Campbell River And District General Hospital,Fallopian Tube/Ovarian Surgery,21,24,6,20
2019/20,Vancouver Island,Campbell River And District General Hospital,Fistula Repair - Non Vascular,0,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Foot/Ankle Surgery,<5,5,6,12.5
2019/20,Vancouver Island,Campbell River And District General Hospital,Foreign Body Removal Surgery,<5,10,5.1,11.7
2019/20,Vancouver Island,Campbell River And District General Hospital,Fracture Repair,<5,14,1.7,9.6
2019/20,Vancouver Island,Campbell River And District General Hospital,Free Flap Graft,0,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Gastrostomy/Jejunostomy,0,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Hand/Wrist Surgery,6,30,7.4,25.4
2019/20,Vancouver Island,Campbell River And District General Hospital,Hernia Repair - Abdominal,47,195,5.3,15.1
2019/20,Vancouver Island,Campbell River And District General Hospital,Hernia Repair - Hiatal,0,6,13.4,21.6
2019/20,Vancouver Island,Campbell River And District General Hospital,Hip Replacement,64,175,13,37.7
2019/20,Vancouver Island,Campbell River And District General Hospital,Knee - ACL Repair,6,21,6,17.9
2019/20,Vancouver Island,Campbell River And District General Hospital,Knee Arthroscopy,35,94,6.1,17.5
2019/20,Vancouver Island,Campbell River And District General Hospital,Knee Replacement,177,253,26.3,42.5
2019/20,Vancouver Island,Campbell River And District General Hospital,Laparoscopy,8,47,7.1,14.7
2019/20,Vancouver Island,Campbell River And District General Hospital,Laparotomy,<5,0,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Male Reproductive Surgery,<5,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Mastectomy,5,70,2.6,5.6
2019/20,Vancouver Island,Campbell River And District General Hospital,Mastoidectomy,0,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Myringotomy,12,27,4.9,8.9
2019/20,Vancouver Island,Campbell River And District General Hospital,Nasal Surgery,31,41,9,17.1
2019/20,Vancouver Island,Campbell River And District General Hospital,Nerve Surgery,<5,13,5.3,10.5
2019/20,Vancouver Island,Campbell River And District General Hospital,Other Ear Surgery,<5,0,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Other Eye Surgery,<5,8,8.1,26.2
2019/20,Vancouver Island,Campbell River And District General Hospital,Other Joint Reconstruction,23,51,13.9,32.1
2019/20,Vancouver Island,Campbell River And District General Hospital,Other Orthopaedic Surgery,40,130,8.1,28.3
2019/20,Vancouver Island,Campbell River And District General Hospital,Rectal Surgery,11,21,5.1,13.1
2019/20,Vancouver Island,Campbell River And District General Hospital,Shoulder Surgery,40,62,8.6,31.7
2019/20,Vancouver Island,Campbell River And District General Hospital,Sinus Surgery,0,5,3,10.4
2019/20,Vancouver Island,Campbell River And District General Hospital,Skin Surgery,<5,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Skin Tumour Removal,12,43,6.9,22.4
2019/20,Vancouver Island,Campbell River And District General Hospital,Sphincterotomy,0,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Spinal/Back Surgery,5,14,3.6,11.5
2019/20,Vancouver Island,Campbell River And District General Hospital,Tendon Surgery,6,22,4.4,17.4
2019/20,Vancouver Island,Campbell River And District General Hospital,Thyroidectomy,0,5,8.9,10.7
2019/20,Vancouver Island,Campbell River And District General Hospital,Tonsillectomy/Adenoidectomy,25,60,5.2,16
2019/20,Vancouver Island,Campbell River And District General Hospital,Tympanoplasty,0,<5,,
2019/20,Vancouver Island,Campbell River And District General Hospital,Uterine Surgery,28,136,5.4,16.5
2019/20,Vancouver Island,Campbell River And District General Hospital,Vaginal Repair,11,21,12.4,23
2019/20,Vancouver Island,Campbell River And District General Hospital,Varicose Veins Ligation/Stripping,8,14,10.9,17.4
2019/20,Vancouver Island,Campbell River And District General Hospital,Vascular Surgery - Other,0,19,1.9,4
2019/20,Vancouver Island,Campbell River And District General Hospital,Wound/Laceration Care,0,10,3.9,12.1
2019/20,Vancouver Island,Comox Valley Hospital,All Other Procedures,43,102,9.3,22.2
2019/20,Vancouver Island,Comox Valley Hospital,All Procedures,"2,905","5,679",11.7,47.9
2019/20,Vancouver Island,Comox Valley Hospital,Appendectomy,<5,11,2,7
2019/20,Vancouver Island,Comox Valley Hospital,Biopsy in OR,7,37,2.3,8.5
2019/20,Vancouver Island,Comox Valley Hospital,Bladder Surgery,44,197,3,7
2019/20,Vancouver Island,Comox Valley Hospital,Bowel Resection,5,45,4,10
2019/20,Vancouver Island,Comox Valley Hospital,Breast Biopsy,0,9,4,17.3
2019/20,Vancouver Island,Comox Valley Hospital,Breast Reconstruction,<5,0,,
2019/20,Vancouver Island,Comox Valley Hospital,Cataract Surgery,"1,469","2,248",14.7,49.9
2019/20,Vancouver Island,Comox Valley Hospital,Cholecystectomy,30,116,4.6,19.2
2019/20,Vancouver Island,Comox Valley Hospital,Colostomy/Ileostomy,<5,7,3,37.9
2019/20,Vancouver Island,Comox Valley Hospital,Cone Biopsy,0,11,6,12
2019/20,Vancouver Island,Comox Valley Hospital,Cyst/Ganglion Removal,10,17,15.7,59.2
2019/20,Vancouver Island,Comox Valley Hospital,D&C and Related Surgery,6,33,9.7,17.8
2019/20,Vancouver Island,Comox Valley Hospital,Dental Surgery,111,144,23.3,39.1
2019/20,Vancouver Island,Comox Valley Hospital,Examination Under Anaesthetic,<5,12,6.8,13.5
2019/20,Vancouver Island,Comox Valley Hospital,Excision Lesion/Tumour,12,37,4.6,11.5
2019/20,Vancouver Island,Comox Valley Hospital,Facial Bone Reconstruction,<5,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Fallopian Tube/Ovarian Surgery,25,67,8,19.8
2019/20,Vancouver Island,Comox Valley Hospital,Fistula Repair - Non Vascular,0,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Foot/Ankle Surgery,5,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Foreign Body Removal Surgery,<5,7,0.3,7.1
2019/20,Vancouver Island,Comox Valley Hospital,Fracture Repair,<5,14,0.4,20
2019/20,Vancouver Island,Comox Valley Hospital,Hand/Wrist Surgery,0,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Hernia Repair - Abdominal,131,274,11.5,32.8
2019/20,Vancouver Island,Comox Valley Hospital,Hip Replacement,61,171,19.3,51.1
2019/20,Vancouver Island,Comox Valley Hospital,Kidney/Bladder Stone Removal,18,127,3.3,20.4
2019/20,Vancouver Island,Comox Valley Hospital,Knee - ACL Repair,16,34,21.9,52.8
2019/20,Vancouver Island,Comox Valley Hospital,Knee - Meniscectomy,<5,22,9.3,38.4
2019/20,Vancouver Island,Comox Valley Hospital,Knee Arthroscopy,59,166,8.6,54.6
2019/20,Vancouver Island,Comox Valley Hospital,Knee Replacement,164,372,20.3,58
2019/20,Vancouver Island,Comox Valley Hospital,Laparoscopy,5,15,8.6,26.7
2019/20,Vancouver Island,Comox Valley Hospital,Laparotomy,0,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Male Reproductive Surgery,36,32,13.9,51.9
2019/20,Vancouver Island,Comox Valley Hospital,Mastectomy,5,108,2.4,5.4
2019/20,Vancouver Island,Comox Valley Hospital,Mastoidectomy,<5,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Myringotomy,0,22,5.6,16
2019/20,Vancouver Island,Comox Valley Hospital,Nasal Surgery,51,36,57.9,71.6
2019/20,Vancouver Island,Comox Valley Hospital,Nerve Surgery,<5,0,,
2019/20,Vancouver Island,Comox Valley Hospital,Oral Cavity & Pharynx Surgery,<5,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Other Eye Surgery,21,57,5.1,22
2019/20,Vancouver Island,Comox Valley Hospital,Other Joint Reconstruction,39,44,32.5,65.3
2019/20,Vancouver Island,Comox Valley Hospital,Other Orthopaedic Surgery,46,79,20.6,65.6
2019/20,Vancouver Island,Comox Valley Hospital,Other Urology Surgery,54,136,5.1,40.4
2019/20,Vancouver Island,Comox Valley Hospital,Prostate Surgery,95,271,7.1,28.1
2019/20,Vancouver Island,Comox Valley Hospital,Rectal Surgery,12,33,4.9,30.5
2019/20,Vancouver Island,Comox Valley Hospital,Shoulder Surgery,84,65,38.9,72.4
2019/20,Vancouver Island,Comox Valley Hospital,Sinus Surgery,8,18,16.1,61.8
2019/20,Vancouver Island,Comox Valley Hospital,Skin Tumour Removal,9,6,2.4,25.2
2019/20,Vancouver Island,Comox Valley Hospital,Tendon Surgery,<5,8,2.3,68.6
2019/20,Vancouver Island,Comox Valley Hospital,Thyroidectomy,<5,7,5.1,19.1
2019/20,Vancouver Island,Comox Valley Hospital,Tonsillectomy/Adenoidectomy,46,67,19.1,69.8
2019/20,Vancouver Island,Comox Valley Hospital,Tympanoplasty,12,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Uterine Surgery,124,328,7.9,20.3
2019/20,Vancouver Island,Comox Valley Hospital,Vaginal Repair,10,18,11.3,30.1
2019/20,Vancouver Island,Comox Valley Hospital,Varicose Veins Ligation/Stripping,<5,<5,,
2019/20,Vancouver Island,Comox Valley Hospital,Vascular Surgery - Other,0,16,2,4.4
2019/20,Vancouver Island,Comox Valley Hospital,Wound/Laceration Care,7,14,6.2,12
2019/20,Vancouver Island,Cowichan District Hospital,All Other Procedures,7,20,4.5,11.5
2019/20,Vancouver Island,Cowichan District Hospital,All Procedures,"1,476","4,101",6.6,31.9
2019/20,Vancouver Island,Cowichan District Hospital,Appendectomy,0,5,4,5.5
2019/20,Vancouver Island,Cowichan District Hospital,Biopsy in OR,<5,30,3,16.7
2019/20,Vancouver Island,Cowichan District Hospital,Bladder Surgery,15,102,6,15.1
2019/20,Vancouver Island,Cowichan District Hospital,Bowel Resection,<5,52,3.3,7.5
2019/20,Vancouver Island,Cowichan District Hospital,Breast Biopsy,<5,8,3.4,5.4
2019/20,Vancouver Island,Cowichan District Hospital,Breast Reconstruction,6,0,,
2019/20,Vancouver Island,Cowichan District Hospital,Breast Reduction,18,6,6.1,9.1
2019/20,Vancouver Island,Cowichan District Hospital,Cataract Surgery,477,"1,440",2.9,29.6
2019/20,Vancouver Island,Cowichan District Hospital,Cholecystectomy,10,87,3.9,9.9
2019/20,Vancouver Island,Cowichan District Hospital,Colostomy/Ileostomy,<5,8,3,14
2019/20,Vancouver Island,Cowichan District Hospital,Cone Biopsy,0,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Cyst/Ganglion Removal,<5,13,4.9,22.7
2019/20,Vancouver Island,Cowichan District Hospital,D&C and Related Surgery,<5,13,4.3,21.2
2019/20,Vancouver Island,Cowichan District Hospital,Dental Surgery,58,202,13.1,26.6
2019/20,Vancouver Island,Cowichan District Hospital,Examination Under Anaesthetic,<5,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Excision Gynecomastia,0,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Excision Lesion/Tumour,0,29,3.1,8.5
2019/20,Vancouver Island,Cowichan District Hospital,Facial Bone Reconstruction,<5,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Fallopian Tube/Ovarian Surgery,13,39,10.1,25.2
2019/20,Vancouver Island,Cowichan District Hospital,Fistula Repair - Non Vascular,0,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Foreign Body Removal Surgery,<5,0,,
2019/20,Vancouver Island,Cowichan District Hospital,Fracture Repair,8,28,1.2,6.1
2019/20,Vancouver Island,Cowichan District Hospital,Free Flap Graft,<5,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Hand/Wrist Surgery,80,36,10.2,23.7
2019/20,Vancouver Island,Cowichan District Hospital,Hernia Repair - Abdominal,21,275,5,11.4
2019/20,Vancouver Island,Cowichan District Hospital,Hip Replacement,61,221,19.6,52.9
2019/20,Vancouver Island,Cowichan District Hospital,Kidney/Bladder Stone Removal,<5,15,2.4,5.3
2019/20,Vancouver Island,Cowichan District Hospital,Knee - ACL Repair,5,7,21,51.1
2019/20,Vancouver Island,Cowichan District Hospital,Knee - Meniscectomy,<5,6,20.5,36.4
2019/20,Vancouver Island,Cowichan District Hospital,Knee Arthroscopy,74,90,16.7,33
2019/20,Vancouver Island,Cowichan District Hospital,Knee Replacement,183,347,25.7,63.1
2019/20,Vancouver Island,Cowichan District Hospital,Laparoscopy,<5,13,4.7,21.2
2019/20,Vancouver Island,Cowichan District Hospital,Laparotomy,0,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Ligament Surgery,<5,<5,,
2019/20,Vancouver Island,Cowichan District Hospital,Male Reproductive Surgery,16,39,10.1,18.3
2019/20,Vancouver Island,Cowichan District Hospital,Mastectomy,<5,90,2.9,5.3
